"transaction_id","customer_id","card_id","transaction_datetime","transaction_amount","merchant_category","merchant_name","merchant_city","merchant_state","merchant_country","transaction_type","card_type","customer_age","customer_gender","customer_income_bracket","customer_segment","transaction_currency","is_international","card_issuer_bank","transaction_status","customer_postal_code","customer_country"
"TXN000150","CUST0283","CARD0333","2024-08-16T08:19:39","78.1","healthcare","MedicoPlus","Paris","IDF","FRA","purchase","Visa","45","female","medium","standard","EUR","false","BNP Paribas","completed","75011","FRA"
"TXN000151","CUST0081","CARD0031","2024-06-30T11:27:09","127.85","groceries","FreshMart","Los Angeles","CA","USA","purchase","Visa","32","female","medium","standard","USD","false","Chase","completed","90026","USA"
"TXN000152","CUST0082","CARD0032","2024-06-29T16:15:42","1210.56","travel","SkyJet","Dubai","DU","UAE","purchase","Amex","54","male","high","premium","AED","true","Emirates NBD","completed","112233","USA"
"TXN000153","CUST0083","CARD0033","2024-06-28T09:44:13","23.45","retail","UrbanStore","London","LDN","GBR","purchase","MasterCard","22","female","low","student","GBP","true","Barclays","completed","E1 6AN","CAN"
"TXN000154","CUST0084","CARD0034","2024-06-27T20:02:34","485.99","electronics","TechNova","San Francisco","CA","USA","purchase","Visa","37","male","medium","standard","USD","false","Bank of America","completed","94103","USA"
"TXN000155","CUST0085","CARD0035","2024-06-27T08:36:09","72.5","dining","BistroCafe","Paris","IDF","FRA","purchase","Visa","25","prefer_not_to_say","medium","student","EUR","true","BNP Paribas","completed","75003","GBR"
"TXN000156","CUST0086","CARD0036","2024-06-26T13:20:50","-89.99","retail","FashionHouse","Berlin","BE","DEU","refund","MasterCard","41","female","medium","standard","EUR","true","Deutsche Bank","completed","10117","USA"
"TXN000157","CUST0087","CARD0037","2024-06-26T17:51:31","19.95","entertainment","CinemaPlace","Chicago","IL","USA","purchase","Visa","19","male","low","student","USD","false","Wells Fargo","completed","60614","USA"
"TXN000158","CUST0088","CARD0038","2024-06-25T14:05:08","3075.2","travel","GlobalVacay","Geneva","GE","CHE","purchase","Visa","65","female","high","premium","CHF","true","UBS","completed","1201","USA"
"TXN000159","CUST0089","CARD0039","2024-06-25T10:34:44","78.25","groceries","VeggieMarket","Toronto","ON","CAN","purchase","MasterCard","44","female","medium","standard","CAD","true","TD Bank","completed","M5V2T6","GBR"
"TXN000160","CUST0090","CARD0040","2024-06-24T19:42:15","35.99","dining","PizzaPoint","Melbourne","VIC","AUS","purchase","Visa","20","female","low","student","AUD","true","ANZ","completed","3000","USA"
"TXN000161","CUST0091","CARD0041","2024-06-24T13:28:21","69.99","retail","StyleShop","Mumbai","MH","IND","purchase","MasterCard","27","male","medium","student","INR","true","HDFC","completed","400055","USA"
"TXN000162","CUST0092","CARD0042","2024-06-23T17:18:35","29.5","groceries","GreenGrocer","New York","NY","USA","purchase","Visa","34","male","medium","standard","USD","false","Citi","completed","10009","USA"
"TXN000163","CUST0093","CARD0043","2024-06-23T06:44:12","189.99","electronics","GadgetHub","Berlin","BE","DEU","purchase","Visa","46","female","medium","standard","EUR","true","Commerzbank","completed","10439","USA"
"TXN000164","CUST0094","CARD0044","2024-06-22T22:56:04","27.99","groceries","SuperValue","New York","NY","USA","purchase","MasterCard","42","male","medium","standard","USD","false","Chase","completed","10022","USA"
"TXN000165","CUST0095","CARD0045","2024-06-21T20:18:59","-45.6","dining","BurgerBros","Toronto","ON","CAN","refund","Visa","21","female","low","student","CAD","true","RBC","completed","M4C1A1","USA"
"TXN000166","CUST0096","CARD0046","2024-06-21T07:33:48","3499.99","jewelry","DiamondElite","Geneva","GE","CHE","purchase","Amex","57","male","high","premium","CHF","true","Credit Suisse","completed","1202","GBR"
"TXN000167","CUST0097","CARD0047","2024-06-20T12:08:22","62.49","entertainment","MusicLive","Paris","IDF","FRA","purchase","MasterCard","24","male","medium","student","EUR","true","Societe Generale","completed","75018","USA"
"TXN000168","CUST0098","CARD0048","2024-06-19T19:43:15","45.2","utilities","PowerGrid","Mumbai","MH","IND","purchase","Visa","39","female","medium","standard","INR","true","SBI","completed","400013","GBR"
"TXN000169","CUST0099","CARD0049","2024-06-19T12:07:55","11.49","groceries","QuickMart","Chicago","IL","USA","purchase","MasterCard","29","other","medium","standard","USD","false","Capital One","completed","60607","USA"
"TXN000170","CUST0100","CARD0050","2024-06-18T16:13:37","10025.75","automotive","AutoLux","Tokyo","TKY","JPN","purchase","Amex","70","female","high","premium","JPY","true","MUFG","completed","160-0022","USA"
"TXN000171","CUST0101","CARD0051","2024-06-17T08:55:41","53.89","dining","SushiBar","Tokyo","TKY","JPN","purchase","Visa","26","male","low","student","JPY","true","Sumitomo Mitsui","completed","104-0061","USA"
"TXN000172","CUST0102","CARD0052","2024-06-16T22:17:25","82.3","groceries","MarketSquare","London","LDN","GBR","purchase","MasterCard","35","female","medium","standard","GBP","true","HSBC","completed","SW1A1AA","USA"
"TXN000173","CUST0103","CARD0053","2024-06-16T09:22:09","458.7","healthcare","WellClinic","Paris","IDF","FRA","purchase","Visa","51","female","high","premium","EUR","true","Credit Agricole","completed","75008","USA"
"TXN000174","CUST0104","CARD0054","2024-06-15T21:36:50","14.8","groceries","FoodStop","San Francisco","CA","USA","purchase","MasterCard","31","female","medium","standard","USD","false","Wells Fargo","completed","94111","USA"
"TXN000175","CUST0105","CARD0055","2024-06-15T10:18:43","88.99","retail","MetroMall","Chicago","IL","USA","purchase","Visa","47","female","medium","standard","USD","false","Chase","completed","60611","USA"
"TXN000176","CUST0106","CARD0056","2024-06-14T18:02:07","598.25","automotive","AutoFix","Dubai","DU","UAE","purchase","Visa","67","male","high","premium","AED","true","Emirates NBD","completed","445566","GBR"
"TXN000177","CUST0107","CARD0057","2024-06-14T11:23:18","98.4","retail","Essentials","London","LDN","GBR","purchase","Visa","28","male","medium","standard","GBP","true","Lloyds","completed","W1D3QF","USA"
"TXN000178","CUST0108","CARD0058","2024-06-13T21:50:10","2500","travel","WorldTravel","Mumbai","MH","IND","purchase","Amex","59","female","high","premium","INR","true","ICICI","completed","400020","USA"
"TXN000179","CUST0109","CARD0059","2024-06-13T14:08:33","15.99","groceries","MiniMart","Toronto","ON","CAN","purchase","Visa","33","female","medium","standard","CAD","true","Scotiabank","completed","M5S2E4","USA"
"TXN000180","CUST0110","CARD0060","2024-06-12T08:24:19","3999.99","jewelry","GemHouse","Dubai","DU","UAE","purchase","Amex","75","female","high","premium","AED","true","Mashreq","completed","889900","USA"
"TXN000181","CUST0111","CARD0061","2024-06-11T18:19:51","120.45","dining","CurryHouse","London","LDN","GBR","purchase","MasterCard","23","male","medium","student","GBP","true","NatWest","completed","WC2R2LS","USA"
"TXN000182","CUST0112","CARD0062","2024-06-11T10:38:27","9.75","groceries","CityFresh","Paris","IDF","FRA","purchase","Visa","42","female","medium","standard","EUR","true","La Banque Postale","completed","75001","USA"
"TXN000183","CUST0113","CARD0063","2024-06-10T15:26:53","299.99","electronics","TechHub","San Francisco","CA","USA","purchase","Visa","44","female","medium","standard","USD","false","Wells Fargo","completed","94107","USA"
"TXN000184","CUST0114","CARD0064","2024-06-09T22:12:15","23.45","retail","ShopXpress","Mumbai","MH","IND","purchase","MasterCard","30","other","medium","standard","INR","true","Axis Bank","completed","400005","USA"
"TXN000185","CUST0115","CARD0065","2024-06-09T07:52:46","45.99","groceries","FarmersFresh","Toronto","ON","CAN","purchase","Visa","38","female","medium","standard","CAD","true","CIBC","completed","M6J2J2","USA"
"TXN000186","CUST0116","CARD0066","2024-06-08T19:31:24","41.25","entertainment","TheatreCo","London","LDN","GBR","purchase","Visa","21","female","low","student","GBP","true","Santander","completed","SE1 8XX","CAN"
"TXN000187","CUST0117","CARD0067","2024-06-08T11:16:06","1899.99","travel","FlightWay","Tokyo","TKY","JPN","purchase","Amex","64","female","high","premium","JPY","true","SMBC","completed","113-0033","USA"
"TXN000188","CUST0118","CARD0068","2024-06-07T12:36:53","59.99","retail","ShopDirect","San Francisco","CA","USA","purchase","Visa","38","male","medium","standard","USD","false","Chase","completed","94104","USA"
"TXN000189","CUST0119","CARD0069","2024-06-06T20:55:20","-96.25","retail","UrbanStore","London","LDN","GBR","refund","MasterCard","27","prefer_not_to_say","low","student","GBP","true","Barclays","completed","W1A2AA","USA"
"TXN000190","CUST0120","CARD0070","2024-06-05T15:17:38","39.5","groceries","OrganicPlus","Paris","IDF","FRA","purchase","Visa","28","female","medium","standard","EUR","true","BNP Paribas","completed","75005","USA"
"TXN000191","CUST0121","CARD0071","2024-06-04T07:48:53","250","healthcare","HealthPlus","Berlin","BE","DEU","purchase","MasterCard","52","female","high","premium","EUR","true","Deutsche Bank","completed","10999","USA"
"TXN000192","CUST0122","CARD0072","2024-06-03T13:08:22","120.45","retail","MegaStore","Mumbai","MH","IND","purchase","Visa","46","female","medium","standard","INR","true","Kotak","completed","400021","USA"
"TXN000193","CUST0123","CARD0073","2024-06-03T09:18:12","29.99","groceries","MarketFresh","Toronto","ON","CAN","purchase","MasterCard","23","male","low","student","CAD","true","TD Bank","completed","M4Y1G5","USA"
"TXN000194","CUST0124","CARD0074","2024-06-02T19:36:51","17.5","groceries","FarmMarket","Melbourne","VIC","AUS","purchase","Visa","20","female","low","student","AUD","true","Commonwealth","completed","3002","USA"
"TXN000195","CUST0125","CARD0075","2024-06-02T08:25:44","23500","automotive","AutoElite","Geneva","GE","CHE","purchase","Amex","85","male","high","premium","CHF","true","UBS","completed","1206","USA"
"TXN000196","CUST0126","CARD0076","2024-06-01T16:54:07","0.01","utilities","WaterWorks","Paris","IDF","FRA","purchase","Visa","44","other","medium","standard","EUR","true","Societe Generale","completed","75007","USA"
"TXN000197","CUST0127","CARD0077","2024-06-01T13:04:46","55.55","groceries","FreshChoice","San Francisco","CA","USA","purchase","MasterCard","41","female","medium","standard","USD","false","Bank of America","completed","94110","USA"
"TXN000198","CUST0128","CARD0078","2024-05-31T21:37:31","-120.45","electronics","SmartTech","Berlin","BE","DEU","refund","Visa","47","male","medium","standard","EUR","true","Deutsche Bank","completed","10585","USA"
"TXN000199","CUST0129","CARD0079","2024-05-31T08:29:28","350","groceries","SuperMart","Chicago","IL","USA","purchase","Visa","57","female","medium","standard","USD","false","Wells Fargo","completed","60613","USA"
"TXN000200","CUST0130","CARD0080","2024-05-30T11:05:01","120.45","retail","","","","","payment","Visa","38","female","unknown","standard","USD","false","Chase","completed","90210","USA"
"TXN000251","CUST0015","CARD0042","2024-05-29T13:42:11","42.78","entertainment","CineWorld","London","","GBR","purchase","Visa","22","female","low","student","GBP","false","Barclays","completed","SW1A2AA","GBR"
"TXN000252","CUST0031","CARD0028","2024-05-30T19:07:54","-27.51","retail","ShopExpress","Berlin","","DEU","refund","MasterCard","34","male","medium","standard","EUR","true","DeutscheBank","completed","10115","USA"
"TXN000253","CUST0022","CARD0035","2024-06-01T10:15:03","5830.4","travel","AirJet","Dubai","","ARE","purchase","Amex","64","prefer_not_to_say","high","premium","AED","true","EmiratesNBD","completed","23541","IND"
"TXN000254","CUST0018","CARD0039","2024-06-02T18:46:27","18.99","groceries","FreshMart","Chicago","IL","USA","purchase","Visa","24","female","medium","student","USD","false","Chase","completed","60614","USA"
"TXN000255","CUST0034","CARD0023","2024-06-03T08:53:45","120.45","dining","BlueBistro","Paris","","FRA","purchase","MasterCard","28","male","medium","standard","EUR","true","BNPParibas","completed","75003","GBR"
"TXN000256","CUST0012","CARD0047","2024-06-04T23:36:07","35000.99","automotive","AutoElite","Geneva","","CHE","purchase","Amex","85","female","high","premium","CHF","true","UBS","completed","1203","FRA"
"TXN000257","CUST0026","CARD0030","2024-06-05T14:21:08","-19.95","dining","SushiPlace","Tokyo","","JPN","refund","Visa","38","male","medium","standard","JPY","true","MUFG","completed","160-0022","USA"
"TXN000258","CUST0029","CARD0041","2024-06-06T16:02:59","210.75","retail","UrbanShop","Toronto","ON","CAN","purchase","MasterCard","29","female","medium","standard","CAD","false","TD","completed","M5V3E7","CAN"
"TXN000259","CUST0016","CARD0021","2024-06-07T09:49:51","480","groceries","SuperGrocer","New York","NY","USA","purchase","Visa","47","other","medium","standard","USD","false","Citi","completed","10018","USA"
"TXN000260","CUST0037","CARD0043","2024-06-08T12:34:22","2500","travel","JetFly","Melbourne","VIC","AUS","purchase","MasterCard","53","prefer_not_to_say","high","premium","AUD","true","ANZ","completed","3004","JPN"
